TAG_NAME,AVG_RELEVANCE,MOVIES_TAGGED
Global Warming,0.04439209132,10381
Hawaii,0.04422027743,10381
World War I,0.04421840863,10381
Disappointing,0.04411313939,10381
Slavery,0.04403165398,10381
Movie Business,0.04379616607,10381
College,0.0437230132,10381
Homophobia,0.04350493209,10381
Computers,0.0434157114,10381
Martial Arts,0.04319575185,10381
Music Business,0.04319081977,10381
Fake Documentary,0.04302309989,10381
Terminal Illness,0.04301803294,10381
Schizophrenia,0.04293435122,10381
Middle East,0.04285753781,10381
Cyberpunk,0.04266897216,10381
Metaphysics,0.04248410558,10381
Witch,0.04244847317,10381
Wedding,0.04208114825,10381
Horses,0.04199782295,10381
Antarctica,0.04198164917,10381
Incest,0.04182990078,10381
Virus,0.04162913014,10381
Psychedelic,0.04155733552,10381
Submarine,0.0415184568,10381
Wuxia,0.0414074174,10381
Pregnancy,0.04128771795,10381
Heroine,0.04125352086,10381
Christian,0.04115083325,10381
Cannibalism,0.04105839514,10381
Mother Daughter Relationship,0.04091833157,10381
Comic Book Adaption,0.04079523167,10381
President,0.0406267219,10381
Fish,0.04033422599,10381
Sword Fighting,0.04032959252,10381
Robbery,0.03987368269,10381
Chocolate,0.03965023601,10381
Hillarious,0.03935173875,10381
Haunted House,0.0393118871,10381
Argentina,0.03927209325,10381
Dreamworks,0.03925549562,10381
Minnesota,0.03917590791,10381
Egypt,0.03913044023,10381
Oscar (Best Sound),0.03907285425,10381
Vienna,0.03900375686,10381
Russia,0.0389321838,10381
Non-Hollywood Ending,0.03882780079,10381
Rabbits,0.03867962624,10381
Clowns,0.038655958,10381
Scotland,0.03848453906,10381
Better Than The American Version,0.03829483672,10381
Orphans,0.0382633754,10381
Slackers,0.03815296214,10381
Anti-War,0.03802411136,10381
Terrorism,0.03789317021,10381
Sex Comedy,0.0378604566,10381
Evolution,0.0376320393,10381
No Dialogue,0.03735250939,10381
Midlife Crisis,0.03734547731,10381
Heroin,0.03690270687,10381
So Bad It's Good,0.03679056931,10381
Cyborgs,0.03675907909,10381
Time Loop,0.03654147963,10381
Hong Kong,0.03647382718,10381
Courtroom Drama,0.03600672382,10381
Mexico,0.0358936904,10381
Christianity,0.03556676621,10381
Short,0.03549015509,10381
Man Versus Machine,0.03539718717,10381
Virtual Reality,0.03530417108,10381
Child Abuse,0.03520589539,10381
Werewolves,0.03519423948,10381
Broadway,0.03498438493,10381
Treasure,0.03481601965,10381
Anime,0.03465189288,10381
Space Program,0.03435671901,10381
Ennio Morricone,0.03404189384,10381
Boxing,0.03392303246,10381
Cia,0.03391887101,10381
Chess,0.03388657162,10381
Gilliam,0.03353828148,10381
Dolphins,0.03348339274,10381
Biblical,0.03345646855,10381
Rio De Janeiro,0.03332712648,10381
Halloween,0.03327775744,10381
Prohibition,0.03293689433,10381
Truman Capote,0.03257038821,10381
Mental Hospital,0.03254034293,10381
Iraq,0.0321870918,10381
Hollywood,0.03217452076,10381
Colonialism,0.03206853868,10381
Time Travel,0.03193086408,10381
Shark,0.03189820827,10381
Moon,0.03186218091,10381
Hackers,0.03176613043,10381
Gambling,0.03165114151,10381
Mining,0.03119570369,10381
Mockumentary,0.03105080435,10381
American Civil War,0.03100808207,10381
Bowling,0.03097185242,10381
Math,0.03075553415,10381
Adapted From:Game,0.03072230036,10381
Liv Tyler,0.0306090839,10381
Amnesia,0.03040892978,10381
Golf,0.03033461131,10381
Zombies,0.03017769001,10381
Brilliant,0.03004279934,10381
Samurai,0.02981551874,10381
Autism,0.02968136981,10381
Heroine In Tight Suit,0.02967029188,10381
Television,0.02955357865,10381
Author:Alan Moore,0.0295120605,10381
Short-Term Memory Loss,0.02932648107,10381
Nature,0.02929907523,10381
Classical Music,0.02921111646,10381
Jazz,0.02915661304,10381
Androids,0.02887524323,10381
Trains,0.02879371929,10381
Stop-Motion,0.02875800019,10381
Hacking,0.02874613236,10381
Artificial Intelligence,0.0286661208,10381
Remade,0.02863836817,10381
Based On Comic,0.0286237453,10381
Rome,0.02855993642,10381
Holocaust,0.02855900202,10381
Jane Austen,0.02839502938,10381
Birds,0.02839186976,10381
Gross-Out,0.02817507947,10381
Video Game Adaptation,0.02810691648,10381
Stage Magic,0.02797195839,10381
Nuclear War,0.02786876987,10381
Nuclear Bomb,0.02766989693,10381
Toys,0.02763359985,10381
Blaxploitation,0.02763004528,10381
Monkey,0.02754624795,10381
Ecology,0.02740297659,10381
Dogs,0.02730559676,10381
Penguins,0.0272264907,10381
Vampire,0.02709024179,10381
Cuba,0.02705394471,10381
Nuclear,0.02702818611,10381
Nasa,0.0270018977,10381
Communism,0.02691328388,10381
Afi 100,0.02669559773,10381
Video Games,0.02661869762,10381
Waste Of Time,0.02634937867,10381
Chicago,0.02626511897,10381
Carrie-Anne Moss,0.02625191215,10381
Oscar (Best Music - Original Score),0.02604713419,10381
Voodoo,0.02583087371,10381
Handycam,0.02567861478,10381
Beauty Pageant,0.02557446296,10381
Boarding School,0.02553400443,10381
Native Americans,0.02534125807,10381
Private Detective,0.0253191889,10381
China,0.02513123976,10381
Airport,0.0246845198,10381
Cooking,0.02463368654,10381
Strippers,0.02437626433,10381
Australian,0.02433926404,10381
Opera,0.02433373471,10381
Marvel,0.02433015124,10381
Prequel,0.02429076197,10381
Disney Animated Feature,0.02425991716,10381
Underwater,0.02418372026,10381
Punk,0.02417144784,10381
Train,0.02398596474,10381
Aviation,0.02394314613,10381
Basketball,0.02359063674,10381
Fountain Of Youth,0.02344864657,10381
Skinhead,0.02337539736,10381
Italian,0.02325588094,10381
Circus,0.02303533378,10381
Dc Comics,0.02295506213,10381
Imaginary Friend,0.02280377613,10381
Brazil,0.02249664772,10381
Roald Dahl,0.02205949331,10381
Gulf War,0.02202467007,10381
Surfing,0.02167812349,10381
Office,0.02134642135,10381
Casino,0.02124452365,10381
Spock,0.02085842404,10381
Kubrick,0.02035283691,10381
Sophia Coppola,0.02016831712,10381
Spaghetti Western,0.01989684038,10381
Abortion,0.01978537713,10381
Spielberg,0.01975076582,10381
Palestine,0.01969066564,10381
King Arthur,0.01955104518,10381
South America,0.01939291976,10381
Dr. Seuss,0.0193853097,10381
Almodovar,0.01927023408,10381
Food,0.01923540121,10381
C.S. Lewis,0.01919472113,10381
Airplane,0.01916272999,10381
Vampires,0.01904146036,10381
South Africa,0.01890948849,10381
Shakespeare,0.01847465562,10381
Pixar Animation,0.01837556112,10381
Mtv,0.01831884212,10381
Videogame,0.01806467585,10381
Soccer,0.01805514883,10381
Dragon,0.01776958867,10381
Christmas,0.0175980734,10381
Football,0.01741370774,10381
New Zealand,0.01726271072,10381
Vietnam,0.01692606685,10381
Mummy,0.01690377613,10381
Bad Sequel,0.01675183508,10381
Depp & Burton,0.01644638281,10381
9/11,0.01625352086,10381
Alcatraz,0.0162394567,10381
Chris Tucker,0.01622284944,10381
Alaska,0.01592162605,10381
Monty Python,0.01586604373,10381
Tolkien,0.0157246797,10381
Iran,0.01543753974,10381
India,0.01502329255,10381
Robert Ludlum,0.01498411521,10381
Jay And Silent Bob,0.01487270976,10381
Coen Brothers,0.01475728735,10381
United Nations,0.01474843464,10381
Tarantino,0.01427427993,10381
Olympics,0.01393068105,10381
Archaeology,0.0139293517,10381
Arnold,0.0138585878,10381
Iraq War,0.01379952798,10381
Vietnam War,0.01372170311,10381
Star Wars,0.01325928138,10381
Neil Gaiman,0.0132348425,10381
Star Trek,0.01294042963,10381
Mathematics,0.01255301031,10381
Swedish,0.01227788267,10381
Harry Potter,0.0120816588,10381
Mountain Climbing,0.01176821115,10381
Figure Skating,0.01167964551,10381
Indiana Jones,0.01139658029,10381
Kurosawa,0.01115704653,10381
Neo-Nazis,0.0111403044,10381
Studio Ghibli,0.01084408053,10381
East Germany,0.01078215008,10381
Ballet,0.01064826125,10381
Peter Pan,0.01034778923,10381
Marx Brothers,0.009192650034,10381
Pirates,0.00882402466,10381
Emma Watson,0.008709218765,10381
Miyazaki,0.008231104903,10381
Pixar,0.00814888739,10381
Baseball,0.008098227531,10381
James Bond,0.008055746075,10381
Batman,0.007602244485,10381
Beatles,0.006012330219,10381
Claymation,0.005927184279,10381
Aardman,0.005880435411,10381
Hannibal Lecter,0.004222252192,10381
