USER_ID,NUMBER_OF_RATINGS,AVERAGE_RATING_GIVEN
109583,214,3.785046729
36301,214,3.23364486
15375,214,3.570093458
63529,214,2.852803738
75869,214,3.906542056
25720,214,4.088785047
109798,214,3.102803738
118644,214,3.224299065
75480,214,3.443925234
50594,214,3.221962617
72950,214,3.637850467
72409,214,3.238317757
122099,214,3.58411215
8920,214,4.091121495
134409,214,3.75
99374,214,3.570093458
135072,214,3.845794393
98749,214,4.168224299
65997,214,3.275700935
45580,214,4.004672897
46065,214,3.602803738
54223,214,4.815420561
133348,214,2.794392523
6328,214,3.436915888
105083,214,4.156542056
30328,214,3.5
33717,214,2.549065421
125699,214,3.83411215
123166,214,4.079439252
136569,214,4.011682243
24678,214,3.735981308
137592,214,3.710280374
66279,214,3.969626168
82110,214,3.721962617
115682,214,3.088785047
72831,214,4.172897196
24156,214,3.759345794
24172,214,3.621495327
7627,214,3.009345794
72739,214,3.637850467
130586,214,3.971962617
126667,214,3.892523364
60125,214,3.96728972
24253,214,3.836448598
83888,214,3.359813084
72186,214,3.845794393
83248,214,3.738317757
120208,214,3.654205607
23971,214,3.969626168
100788,213,3.492957746
126447,213,3.873239437
105557,213,4.077464789
70591,213,4.17370892
33363,213,3.842723005
32540,213,3.765258216
85576,213,3.821596244
101623,213,4.171361502
12191,213,3.828638498
58507,213,4.070422535
1412,213,3.549295775
119561,213,3.741784038
64441,213,3.323943662
20061,213,2.772300469
116433,213,3.492957746
77567,213,3.030516432
37377,213,3.664319249
41451,213,3.971830986
56481,213,4.117370892
47810,213,3.657276995
121115,213,3.258215962
128152,213,4.028169014
34604,213,3.41314554
122690,213,2.680751174
84783,213,3.084507042
1386,213,4.319248826
47345,213,3.784037559
52824,213,3.647887324
13959,213,3.497652582
113067,213,4.100938967
33403,213,3.953051643
1665,213,3.744131455
83293,213,3.9342723
31900,213,3.530516432
38546,213,3.816901408
2946,213,3.11971831
113355,213,3.603286385
124996,213,3.194835681
5991,213,3.657276995
12272,213,4.018779343
78792,213,3.84741784
24496,213,3.227699531
5257,213,3.35915493
76044,213,3.295774648
14221,213,4.201877934
7778,213,3.816901408
132519,213,3.305164319
672,213,3.699530516
3608,213,3.392018779
34846,213,3.887323944
70595,213,3.563380282
62466,213,3.232394366
118281,213,3.840375587
101299,213,3.800469484
91123,213,3.568075117
96130,213,3.234741784
122082,213,4.070422535
110982,213,3.300469484
71716,213,2.788732394
16000,213,3.342723005
54406,213,3.9342723
95584,213,3.622065728
86908,213,4.41314554
126683,213,3.464788732
8308,213,3.720657277
136091,213,3.368544601
96057,213,4.03286385
11877,213,3.690140845
16543,213,3.460093897
38255,213,3.577464789
95771,213,3.474178404
133916,213,3.276995305
136022,213,3.631455399
41287,213,4.145539906
18581,213,4.232394366
98219,213,2.807511737
5322,213,3.307511737
112180,213,3.814553991
129780,213,3.70657277
50451,213,3.971830986
67574,213,3.417840376
108646,213,3.727699531
88648,213,3.727699531
74420,213,3.262910798
73776,213,3.920187793
28647,213,4.138497653
34738,213,3.399061033
122236,213,3.420187793
3429,213,3.894366197
99816,213,3.521126761
65142,213,2.234741784
56142,213,3.333333333
113053,213,3.530516432
25170,213,3.417840376
29199,213,3.507042254
6116,213,3.823943662
55836,213,4.213615023
116512,213,3.779342723
83783,213,3.431924883
43569,213,3.509389671
86653,213,3.389671362
49950,213,3.361502347
104534,213,4.009389671
100681,213,3.568075117
40882,213,3.659624413
84735,213,3.671361502
90689,213,4.79342723
99671,213,3.333333333
23762,213,3.950704225
114804,213,3.215962441
25466,213,3.938967136
36749,213,3.671361502
30417,213,3.974178404
63185,213,3.615023474
117414,213,3.732394366
21331,213,4.352112676
92172,213,2.600938967
10691,213,3.697183099
4197,213,3.356807512
91476,213,3.694835681
102849,213,3.971830986
92085,213,3.453051643
81573,213,3.523474178
123265,213,4.34741784
22292,213,3.251173709
130652,213,3.514084507
48627,213,3.523474178
129663,213,3.666666667
31003,213,4.258215962
14349,213,3.349765258
61625,213,2.896713615
109968,213,3.596244131
126689,213,3.492957746
40301,213,3.199530516
32680,213,4.056338028
108497,213,3.906103286
58233,213,3.842723005
23684,213,3.166666667
50803,213,3.830985915
43527,213,3.85915493
51123,213,3.098591549
118247,213,3.870892019
55191,213,3.227699531
51251,213,3.0657277
132873,213,3.230046948
59406,213,4.704225352
24313,213,3.485915493
127283,213,3.408450704
59900,213,3.985915493
32128,213,3.241784038
67923,213,3.011737089
75862,213,3.272300469
88271,213,3.039906103
135592,213,3.15258216
54886,213,3.854460094
109591,213,3.382629108
44264,213,3.908450704
107809,213,4.201877934
11853,212,3.391509434
43554,212,3.79245283
77078,212,2.990566038
10976,212,3.983490566
72923,212,3.898584906
67913,212,3.827830189
49558,212,4.375
27922,212,3.587264151
71721,212,4.054245283
12033,212,3.924528302
127466,212,3.851415094
94084,212,3.448113208
73786,212,3.754716981
22684,212,3.448113208
46449,212,3.608490566
128508,212,4.33490566
92482,212,3.674528302
23625,212,3.679245283
117206,212,2.95754717
36682,212,3.212264151
48733,212,3.20754717
6148,212,3.5
103402,212,3.91509434
124034,212,4.132075472
116262,212,3.646226415
78918,212,3.405660377
29756,212,3.882075472
98301,212,3.648584906
48253,212,4.023584906
22131,212,3.896226415
63458,212,3.839622642
9560,212,3.860849057
19526,212,4.410377358
36645,212,3.577830189
80314,212,3.851415094
76527,212,4.094339623
13016,212,3.20754717
39844,212,3.448113208
15606,212,3.679245283
13045,212,3.867924528
40378,212,3.858490566
105328,212,3.608490566
133482,212,4.004716981
134326,212,3.566037736
75235,212,3.507075472
6073,212,3.490566038
58549,212,3.617924528
134370,212,3.858490566
50744,212,2.419811321
3233,212,3.714622642
136741,212,3.903301887
75450,212,3.400943396
65084,212,3.344339623
123384,212,3.660377358
38074,212,3.396226415
4893,212,3.632075472
5296,212,3.655660377
113906,212,3.476415094
107779,212,3.985849057
74893,212,3.943396226
107388,212,3.768867925
14667,212,3.712264151
101628,212,2.764150943
36034,212,3.91745283
97898,212,3.646226415
121952,212,3.674528302
23888,212,3.75
41706,212,3.693396226
24606,212,4.441037736
135948,212,3.023584906
47259,212,3.768867925
33927,212,3.66745283
120751,212,2.922169811
127229,212,3.601415094
41493,212,4.20990566
41453,212,4.679245283
117162,212,3.287735849
34663,212,3.839622642
70241,212,3.587264151
121001,212,3.837264151
116260,212,3.429245283
137103,212,3.905660377
76046,212,4.129716981
74258,212,3.179245283
108144,212,3.5
78890,212,3.497641509
63371,212,2.655660377
72791,212,3.349056604
10348,212,3.620283019
103674,212,3.386792453
130697,212,3.051886792
28904,212,3.971698113
12175,212,3.174528302
104115,212,3.91745283
35393,212,3.391509434
88541,212,3.294811321
35357,212,3.853773585
135127,212,3.863207547
119828,212,3.325471698
93217,212,3.995283019
76122,212,3.533018868
130612,212,4.018867925
84518,212,3.686320755
74776,212,3.825471698
64733,212,3.726415094
75436,212,3.721698113
121148,212,3.735849057
90068,212,4.202830189
28147,212,3.41509434
35877,212,3.924528302
51091,212,3.632075472
50857,212,3.58490566
44604,212,4.115566038
88859,212,2.827830189
56749,212,3.146226415
4718,212,3.634433962
106018,212,4.325471698
87140,212,3.533018868
61451,212,4.094339623
83049,212,3.976415094
95426,212,3.558962264
19860,212,3.599056604
55786,212,3.117924528
118776,212,3.533018868
88568,212,3.735849057
82507,212,3.023584906
17187,212,3.476415094
24979,212,3.639150943
118600,212,3.297169811
117413,212,3.516509434
12164,212,3.400943396
128543,212,3.662735849
137048,212,4.103773585
71308,212,3.995283019
124641,212,3.908018868
70277,212,3.405660377
92702,212,3.233490566
118969,212,3.485849057
13679,212,3.33490566
8328,212,3.125
96822,212,4.035377358
71796,212,3.816037736
52890,212,3.66509434
48552,212,3.70754717
134024,212,4.075471698
48503,212,3.528301887
2022,212,3.816037736
115221,212,3.528301887
21682,212,3.761792453
126677,212,3.688679245
56786,212,3.818396226
128701,212,3.636792453
83355,212,3.297169811
12477,211,4.298578199
936,211,3.412322275
6989,211,3.545023697
3968,211,4.315165877
106352,211,3.379146919
105623,211,3.642180095
120841,211,4.002369668
129277,211,4.372037915
11950,211,3.530805687
54877,211,3.91943128
10398,211,3.312796209
65508,211,3.549763033
98413,211,3.440758294
43923,211,3.763033175
121306,211,3.369668246
68801,211,3.073459716
55507,211,3.985781991
5968,211,3.535545024
65456,211,3.883886256
120806,211,3.502369668
2931,211,3.696682464
14304,211,3.353080569
6625,211,3.450236967
97221,211,2.978672986
11682,211,4.203791469
103221,211,3.298578199
97515,211,2.578199052
78070,211,3.708530806
137732,211,3.210900474
12915,211,3.779620853
132491,211,4.327014218
7429,211,3.720379147
978,211,2.582938389
22003,211,3.90521327
66944,211,3.180094787
26774,211,3.843601896
24616,211,4.132701422
29374,211,3.203791469
67808,211,3.744075829
20770,211,3.191943128
70165,211,3.805687204
79351,211,3.781990521
549,211,3.843601896
126908,211,2.042654028
12069,211,3.251184834
41718,211,3.476303318
34027,211,3.620853081
36807,211,4.163507109
38054,211,3.696682464
68837,211,3.568720379
38094,211,3.739336493
107272,211,3.322274882
31901,211,3.379146919
54247,211,3.478672986
34529,211,2.957345972
12514,211,3.161137441
54828,211,3.521327014
55521,211,3.684834123
111541,211,3.41943128
133170,211,4.092417062
114025,211,3.542654028
113304,211,3.696682464
14574,211,3.327014218
15033,211,4.075829384
22710,211,4.177725118
5526,211,3.582938389
6180,211,3.618483412
68310,211,4.184834123
64879,211,3.414691943
121943,211,3.592417062
57251,211,3.665876777
154,211,3.848341232
131080,211,3.644549763
117663,211,3.978672986
88777,211,3.227488152
117611,211,3.72985782
81579,211,3.6492891
73017,211,3.938388626
25276,211,3.917061611
63623,211,3.578199052
63884,211,3.777251185
20786,211,3.592417062
130266,211,3.355450237
130549,211,3.703791469
118803,211,3.741706161
131233,211,3.81042654
59374,211,4.123222749
39842,211,4.030805687
20789,211,3.732227488
21124,211,3.279620853
45707,211,2.838862559
122816,211,3.464454976
134689,211,3.947867299
98713,211,3.616113744
99050,211,3.369668246
44831,211,3.163507109
59707,211,3.902843602
38406,211,3.661137441
82477,211,3.414691943
123764,211,3.907582938
122632,211,3.962085308
48384,211,3.483412322
48842,211,3.431279621
45695,211,3.793838863
86211,211,3.962085308
52976,211,3.879146919
94905,211,4.047393365
77370,211,3.677725118
19741,211,3.791469194
115525,211,3.779620853
103979,211,3.232227488
118569,211,3.504739336
107711,211,4.206161137
113659,211,3.545023697
128110,211,3.6492891
119222,211,3.774881517
127122,211,3.571090047
114799,211,3.272511848
120596,211,3.002369668
90553,211,3.331753555
126328,211,3.815165877
123365,211,3.831753555
122831,211,3.632701422
88599,211,3.052132701
100355,211,3.748815166
51099,211,3.895734597
79160,211,3.407582938
123169,211,3.336492891
119882,211,3.213270142
36113,211,3.336492891
133466,211,3.663507109
1312,210,3.961904762
123960,210,3.671428571
12179,210,3.283333333
132683,210,3.876190476
56698,210,4.314285714
19247,210,3.99047619
116196,210,3.385714286
109555,210,2.545238095
9831,210,3.497619048
12118,210,4.047619048
71987,210,3.185714286
11615,210,3.05952381
57547,210,3.295238095
128870,210,3.723809524
92407,210,3.607142857
104720,210,3.742857143
103996,210,3.461904762
20816,210,3.919047619
88125,210,3.173809524
65769,210,2.65952381
31905,210,3.04047619
31515,210,3.061904762
82684,210,4.2
4565,210,4.135714286
39898,210,3.95
84925,210,3.964285714
113513,210,4.023809524
26900,210,3.752380952
40912,210,3.754761905
90733,210,3.238095238
37227,210,3.638095238
110866,210,2.821428571
50047,210,3.423809524
104490,210,3.623809524
55500,210,3.40952381
128991,210,3.395238095
114348,210,4.376190476
62633,210,3.116666667
17411,210,3.752380952
132772,210,4.047619048
23820,210,3.585714286
132353,210,3.923809524
88437,210,3.557142857
122242,210,3.928571429
78488,210,4.15952381
98331,210,3.733333333
6538,210,4.004761905
75802,210,3.60952381
33114,210,3.79047619
116075,210,3.885714286
30515,210,3.295238095
60248,210,3.766666667
80087,210,4.304761905
109310,210,3.871428571
17003,210,3.795238095
79849,210,3.497619048
58254,210,3.402380952
78646,210,4.233333333
27983,210,4.107142857
78826,210,4.673809524
111721,210,3.604761905
114617,210,3.628571429
22470,210,3.704761905
104799,210,3.114285714
28182,210,4.028571429
3288,210,3.504761905
46157,210,3.30952381
19142,210,3.428571429
12357,210,3.154761905
117111,210,3.630952381
7575,210,3.59047619
100587,210,3.7
128461,210,3.680952381
8318,210,4.171428571
45511,210,3.992857143
88655,210,3.371428571
105620,210,3.138095238
57812,210,3.580952381
123235,210,3.676190476
55039,210,3.685714286
53957,210,3.388095238
54548,210,1.742857143
54762,210,3.728571429
119880,210,3.885714286
120423,210,4.152380952
42716,210,3.333333333
12947,210,3.830952381
133291,210,3.357142857
96460,210,3.176190476
138308,210,4.128571429
47042,210,3.966666667
40180,210,2.152380952
35074,210,3.75952381
58551,210,3.880952381
33894,210,2.716666667
40383,210,3.747619048
97154,210,3.728571429
121916,210,3.780952381
133615,210,3.328571429
11035,210,3.595238095
63053,210,3.55952381
105690,210,3.59047619
61456,210,3.633333333
61662,210,3.566666667
8382,210,3.685714286
90998,210,4.245238095
95990,210,3.192857143
43378,210,3.823809524
56845,210,3.742857143
27643,210,4.223809524
51367,210,3.804761905
104991,210,2.804761905
56028,210,2.135714286
110869,210,3.526190476
112495,210,3.571428571
14917,210,3.876190476
129212,210,3.716666667
129366,210,3.15
2042,210,3.680952381
58553,210,3.152380952
50544,210,2.633333333
121793,210,3.654761905
70681,210,3.323809524
9100,210,4.076190476
85433,210,3.897619048
85862,210,3.169047619
17255,210,3.126190476
22633,210,4.088095238
125539,210,3.814285714
88283,210,3.476190476
67310,210,3.64047619
83490,210,3.7
100906,210,3.528571429
50801,210,3.995238095
65396,210,3.823809524
46376,210,3.15952381
128034,210,3.828571429
85403,210,3.30952381
27186,210,3.652380952
48106,210,4.357142857
18278,210,3.776190476
90415,210,3.604761905
47045,210,3.747619048
28173,210,3.638095238
60265,210,3.416666667
122524,210,4.152380952
29207,210,3.952380952
50621,210,3.102380952
72269,210,3.804761905
137714,210,3.019047619
18735,210,4.033333333
69014,210,3.571428571
79409,210,3.035714286
628,210,3.985714286
104934,210,3.685714286
131805,209,3.813397129
75362,209,3.662679426
31701,209,3.669856459
60645,209,4.258373206
96646,209,3.540669856
1835,209,4.11722488
51928,209,3.866028708
126615,209,4.055023923
20434,209,3.894736842
121205,209,3.923444976
6632,209,2.844497608
102156,209,3.349282297
120848,209,4.009569378
62926,209,3.894736842
98920,209,4.172248804
40816,209,3.56937799
7708,209,2.949760766
8283,209,3.607655502
133914,209,2.875598086
103506,209,3.392344498
61054,209,3.590909091
133041,209,3.320574163
16690,209,4.04784689
95168,209,3.806220096
107495,209,3.732057416
133773,209,3.253588517
54315,209,2.23923445
137429,209,3.413875598
26680,209,2.995215311
54313,209,3.566985646
24065,209,3.956937799
39823,209,3.129186603
27436,209,3.327751196
129665,209,4.459330144
84474,209,3.976076555
83918,209,4.301435407
122738,209,2.622009569
22986,209,3.741626794
104779,209,4.724880383
3795,209,2.76076555
42924,209,3.755980861
46453,209,4.186602871
97061,209,3.468899522
64168,209,3.600478469
10900,209,4.131578947
129102,209,3.674641148
107473,209,3.461722488
138189,209,3.717703349
129834,209,3.4784689
38763,209,3.078947368
87551,209,3.669856459
39060,209,2.729665072
74353,209,3.504784689
65003,209,3.942583732
121547,209,3.215311005
43534,209,4.227272727
94538,209,3.516746411
74507,209,3.076555024
27312,209,3.607655502
35626,209,3.502392344
21353,209,3.650717703
115059,209,4.110047847
134371,209,3.813397129
30628,209,3.794258373
40899,209,3.837320574
39955,209,3.057416268
122644,209,4.392344498
55305,209,3.043062201
34562,209,4.248803828
30952,209,3.990430622
85246,209,3.767942584
89168,209,3.349282297
58148,209,3.504784689
33554,209,3.153110048
101791,209,4.282296651
110080,209,3.4784689
360,209,4.511961722
129418,209,4.11722488
97886,209,4.153110048
80248,209,3.650717703
44353,209,3.11722488
61686,209,3.720095694
11642,209,4.167464115
98256,209,4.057416268
26184,209,3.564593301
71547,209,3.956937799
101770,209,3.401913876
124477,209,3.95215311
27279,209,3.684210526
73992,209,3.854066986
66047,209,3.78708134
99876,209,2.289473684
7219,209,3.4784689
75399,209,3.95215311
95283,209,3.655502392
123747,209,3.964114833
34144,209,4.157894737
69990,209,3.736842105
104645,209,3.669856459
68653,209,3.535885167
56038,209,3.641148325
92678,209,3.593301435
90967,209,4.093301435
35360,209,3.078947368
5681,209,3.086124402
62564,209,3.473684211
115521,209,3.916267943
13043,209,3.411483254
45780,209,3.990430622
77072,209,3.894736842
100375,209,3.66507177
122528,209,3.612440191
62436,209,3.406698565
70919,209,3.906698565
70841,209,3.602870813
113989,209,3.578947368
115558,209,3.282296651
42479,209,3.85645933
10353,209,4.275119617
124791,209,3.574162679
75905,209,4.188995215
95036,209,3.449760766
33206,209,4.224880383
18655,208,3.139423077
76287,208,4.420673077
45146,208,3.817307692
2238,208,3.586538462
133325,208,3.649038462
113709,208,3.447115385
125713,208,2.951923077
76080,208,3.379807692
26111,208,3.192307692
43700,208,3.514423077
18393,208,3.173076923
79552,208,3.766826923
39093,208,4.288461538
136350,208,4.009615385
20877,208,3.084134615
76170,208,3.533653846
21628,208,3.600961538
18297,208,3.543269231
66391,208,3.865384615
91981,208,3.591346154
40727,208,3.139423077
7083,208,3.889423077
5291,208,3.788461538
71417,208,3.305288462
71584,208,2.451923077
81026,208,3.423076923
55548,208,3.480769231
84205,208,3.774038462
12866,208,3.408653846
28316,208,3.572115385
105115,208,4.197115385
135403,208,4.221153846
112273,208,3.629807692
119110,208,3.610576923
90292,208,3.889423077
32293,208,2.911057692
55582,208,3.5625
8497,208,3.237980769
73133,208,3.947115385
91038,208,3.288461538
31732,208,3.882211538
36507,208,3.747596154
49542,208,4.269230769
71031,208,3.670673077
52470,208,4.353365385
36100,208,3.507211538
37367,208,3.608173077
40133,208,3.817307692
21375,208,3.817307692
35362,208,2.959134615
39836,208,3.341346154
116030,208,3.365384615
91225,208,3.927884615
97577,208,3.752403846
91015,208,4.014423077
77147,208,3.581730769
97700,208,3.21875
59890,208,3.730769231
50087,208,4.081730769
49139,208,4.346153846
89569,208,3.192307692
52262,208,3.634615385
115596,208,3.524038462
99912,208,3.396634615
8184,208,3.831730769
123374,208,3.829326923
93009,208,3.961538462
91535,208,4.466346154
123954,208,3.774038462
52573,208,3.379807692
91212,208,2.538461538
13592,208,3.524038462
71196,208,3.237980769
91110,208,3.264423077
57387,208,3.757211538
85243,208,3.913461538
28810,208,3.822115385
114548,208,3.853365385
101676,208,3.471153846
10711,208,2.552884615
117415,208,4.216346154
82224,208,3.456730769
25946,208,3.495192308
15647,208,4.480769231
86503,208,3.177884615
121212,208,3.533653846
49076,208,4.170673077
120230,208,3.375
6412,208,4.096153846
64826,208,4.199519231
107619,208,3.963942308
16644,208,3.612980769
6047,208,4.0625
74087,208,3.043269231
88117,208,3.980769231
130145,208,2.728365385
63627,208,3.908653846
24918,208,4.158653846
89496,208,2.951923077
103718,208,4.110576923
40736,208,3.90625
87740,208,3.793269231
61691,208,3.492788462
100263,208,4.15625
107767,208,3.639423077
13859,208,3.841346154
35515,208,3.182692308
14860,208,3.901442308
85829,208,3.069711538
63812,208,4.346153846
138432,208,3.495192308
94354,208,3.432692308
126516,208,2.899038462
91886,208,3.439903846
20696,208,2.939903846
11984,208,4.120192308
66271,208,4.057692308
23371,208,3.163461538
13612,208,3.367788462
35553,208,3.992788462
104807,208,3.024038462
132733,208,4.3125
43362,208,3.125
37429,208,3.538461538
34149,208,3.413461538
33387,208,3.403846154
136730,208,3.75
1657,208,2.891826923
59076,208,3.600961538
72915,208,3.735576923
39744,208,3.884615385
107383,208,3.545673077
138002,208,3.317307692
136127,208,2.634615385
29641,208,3.706730769
21526,208,3.658653846
119092,208,3.326923077
32641,208,3.379807692
32287,208,4.086538462
5779,208,2.913461538
40380,208,3.149038462
28183,208,4.149038462
43853,208,3.927884615
69806,208,4.298076923
85676,208,3.668269231
38313,208,3.567307692
34159,208,3.877403846
17380,207,2.971014493
13886,207,3.685990338
35542,207,3.326086957
4728,207,3.934782609
57971,207,3.84057971
38738,207,3.792270531
137981,207,3.647342995
113368,207,3.012077295
107179,207,4.012077295
69505,207,3.698067633
48072,207,3.531400966
131364,207,3.852657005
78499,207,3.403381643
79578,207,3.425120773
10930,207,3.451690821
132450,207,4.183574879
70180,207,3.362318841
89410,207,2.748792271
5636,207,3.642512077
71828,207,3.342995169
89043,207,3.144927536
97042,207,3.507246377
20192,207,3.782608696
134203,207,4.062801932
10956,207,2.980676329
68285,207,4.012077295
133319,207,3.048309179
67421,207,4.082125604
55635,207,2.983091787
134271,207,3.990338164
72783,207,3.29468599
643,207,3.492753623
26089,207,4.439613527
58598,207,3.724637681
60780,207,3.553140097
138233,207,3.229468599
111109,207,3.973429952
83971,207,3.014492754
122220,207,3.458937198
89668,207,4.004830918
27968,207,3.842995169
78170,207,4.166666667
118561,207,4.009661836
27039,207,3.352657005
60792,207,2.903381643
95988,207,3.606280193
130672,207,3.260869565
41705,207,3.132850242
135591,207,3.743961353
106001,207,3.019323671
63235,207,3.792270531
61202,207,3.84057971
64514,207,3.963768116
56154,207,3.770531401
8768,207,3.256038647
58660,207,3.449275362
19664,207,3.077294686
31249,207,3.760869565
94883,207,3.528985507
95068,207,3.079710145
53912,207,3.420289855
41115,207,3.509661836
55925,207,3.594202899
95498,207,3.939613527
120233,207,3.690821256
76897,207,3.748792271
22704,207,3.241545894
86385,207,3.905797101
98927,207,4.212560386
2163,207,3.458937198
2877,207,4.335748792
68257,207,3.198067633
71591,207,3.280193237
19284,207,4.178743961
83198,207,3.345410628
108135,207,3.241545894
107467,207,3.637681159
5186,207,3.468599034
102224,207,3.763285024
101341,207,3.415458937
91175,207,4.06763285
70755,207,3.690821256
3320,207,3.47826087
85068,207,3.142512077
840,207,2.77294686
51138,207,4.149758454
64650,207,2.903381643
11193,207,3.61352657
31162,207,3.888888889
84846,207,2.93236715
134731,207,3.712560386
124693,207,3.797101449
137230,207,4.019323671
33812,207,3.845410628
108436,207,3.830917874
119838,207,3.176328502
10380,207,3.425120773
117463,207,3.123188406
111401,207,3.381642512
12599,207,3.760869565
10131,207,4.04589372
130829,207,4.256038647
68431,207,3.376811594
10167,207,4.111111111
135034,207,3.797101449
115771,207,4.367149758
74304,207,3.483091787
9018,207,3.120772947
117313,207,3.526570048
113248,207,4.789855072
35009,207,3.314009662
28033,207,3.304347826
14456,207,3.15942029
86378,207,3.125603865
44913,207,3.52173913
16057,207,4.446859903
69400,207,3.1352657
65979,207,3.741545894
136012,207,3.652173913
95699,207,3.594202899
113392,207,3.785024155
98443,207,3.495169082
78238,207,3.512077295
30246,207,4.019323671
21264,207,3.280193237
86842,207,3.944444444
40419,207,4.048309179
37219,207,3.574879227
133014,206,4.084951456
11239,206,3.172330097
35475,206,3.752427184
137151,206,4.077669903
136782,206,3.54368932
66429,206,3.95631068
136238,206,3.851941748
121259,206,3.674757282
72226,206,3.716019417
62686,206,3.733009709
35774,206,3.461165049
128098,206,3.733009709
33278,206,3.347087379
126421,206,3.995145631
134492,206,3.519417476
98116,206,3.844660194
6660,206,3.796116505
138449,206,4.058252427
60501,206,3.575242718
53602,206,3.300970874
58835,206,3.145631068
124781,206,3.402912621
91556,206,3.90776699
8085,206,3.963592233
508,206,4.024271845
64612,206,3.376213592
2640,206,4.116504854
37845,206,3.444174757
43161,206,3.172330097
59282,206,3.233009709
11105,206,3.63592233
62716,206,3.951456311
76091,206,3.878640777
83510,206,2.752427184
111162,206,3.783980583
51804,206,4.451456311
116238,206,3.650485437
9187,206,3.519417476
114276,206,3.553398058
133030,206,3.446601942
109643,206,3.932038835
37678,206,4.25
58738,206,3.684466019
113432,206,3.800970874
57628,206,4.266990291
115635,206,3.436893204
72221,206,3.257281553
1210,206,2.970873786
115866,206,4.54368932
42504,206,4.094660194
35868,206,3.388349515
38999,206,3.781553398
20198,206,3.67961165
20714,206,2.970873786
53,206,4.101941748
95562,206,3.609223301
24828,206,4.072815534
54428,206,3.15776699
52681,206,3.458737864
121512,206,4.101941748
52082,206,4.033980583
113113,206,3.310679612
36761,206,3.934466019
36632,206,3.919902913
22235,206,4.208737864
89468,206,4.150485437
77813,206,3.419902913
109772,206,3.650485437
99862,206,3.597087379
86799,206,3.560679612
16446,206,3.266990291
107485,206,3.172330097
62477,206,3.36407767
5642,206,3.800970874
63023,206,4.038834951
42323,206,3.516990291
92357,206,3.516990291
20594,206,3.286407767
36348,206,3.63592233
65525,206,3.601941748
102309,206,3.830097087
103616,206,3.230582524
2412,206,3.742718447
1714,206,4.009708738
9367,206,3.330097087
108982,206,3.101941748
84983,206,3.402912621
29417,206,4.262135922
86295,206,3.813106796
47503,206,3.487864078
31087,206,3.723300971
73031,206,3.291262136
103690,206,3.660194175
24322,206,3.580097087
101634,206,3.672330097
26345,206,3.723300971
29997,206,1.757281553
47983,206,3.286407767
128685,206,3.825242718
68164,206,3.915048544
116166,206,3.483009709
91777,206,3.757281553
19986,206,4.055825243
100230,206,4.099514563
29377,206,3.558252427
71971,206,3.946601942
50210,206,3.762135922
41890,206,3.660194175
42434,206,3.839805825
6952,206,3.315533981
109436,206,3.810679612
109472,206,3.805825243
112628,206,4.162621359
96858,206,3.934466019
110142,206,4.009708738
123975,206,2.752427184
135616,206,3.393203883
113871,206,3.953883495
33392,206,3.359223301
38555,206,3.587378641
63430,206,4.150485437
83581,206,2.711165049
32930,206,4.262135922
89434,206,3.150485437
90376,206,3.145631068
70144,206,2.708737864
100892,206,3.492718447
102569,206,3.779126214
9182,206,3.262135922
9655,206,3.524271845
108792,206,3.480582524
14127,206,3.563106796
104510,206,3.123786408
90991,206,3.961165049
60462,206,3.247572816
62666,206,3.888349515
118014,206,3.359223301
129007,206,3.174757282
112195,206,3.95631068
111218,206,3.378640777
118532,206,3.752427184
36067,206,3.186893204
80126,206,3.17961165
40741,206,2.961165049
70238,206,3.878640777
24036,206,3.04368932
4648,206,4.325242718
46192,206,4.014563107
9500,206,3.983009709
68212,206,4.160194175
3365,206,3.966019417
46054,206,3.436893204
44974,206,2.191747573
98095,206,3.344660194
48121,206,3.684466019
79749,206,3.330097087
1418,206,3.79368932
31671,206,3.932038835
90048,206,3.723300971
55429,206,3.915048544
78738,206,3.305825243
12152,206,3.810679612
7526,206,3.88592233
35441,206,3.52184466
21945,206,3.509708738
7775,206,4.118932039
29490,206,3.713592233
80059,206,4.012135922
86486,206,4.036407767
123421,206,3.606796117
96110,205,3.66097561
29586,205,3.370731707
126700,205,3.736585366
58440,205,3.829268293
136931,205,4.065853659
84080,205,3.863414634
136702,205,3.72195122
57496,205,3.573170732
136511,205,4.824390244
16972,205,3.385365854
35366,205,3.546341463
24123,205,3.348780488
7414,205,3.373170732
88379,205,3.341463415
52335,205,4.453658537
10044,205,3.665853659
88238,205,3.656097561
24681,205,3.463414634
97087,205,3.892682927
122797,205,3.990243902
100529,205,4.063414634
34956,205,3.826829268
39986,205,3.926829268
49303,205,2.934146341
130662,205,2.785365854
47288,205,3.795121951
54035,205,3.985365854
115337,205,3.965853659
32109,205,3.582926829
100260,205,2.870731707
40135,205,3.980487805
116479,205,3.275609756
6272,205,3.863414634
100786,205,3.404878049
57585,205,3.887804878
46876,205,3.997560976
61592,205,3.470731707
112777,205,3.551219512
76016,205,4.12195122
109203,205,3.287804878
11496,205,3.614634146
78015,205,3.780487805
108753,205,3.282926829
94117,205,3.985365854
73214,205,3.214634146
129537,205,3.36097561
89256,205,4.182926829
94142,205,3.641463415
129531,205,4.434146341
96423,205,2.96097561
17274,205,3.956097561
87651,205,4.019512195
90219,205,4.048780488
79012,205,2.858536585
109789,205,3.570731707
86936,205,3.482926829
90027,205,4.32195122
65298,205,3.734146341
130363,205,3.995121951
